縣市別,場址名稱,場址坐標,場址地址,場址地號,場址種類,場址面積(平方公尺),公告為控制場址日期,公告為控制場址公文,公告解除控制場址日期,公告解除控制場址公文,公告為整治場址日期,公告為整治場址公文,公告解除整治場址日期,公告解除整治場址公文,公告劃定地下水受污染限制使用地區及限制事項日期,公告劃定地下水受污染限制使用地區及限制事項公文,公告解除劃定地下水受污染限制使用地區及限制事項日期,公告解除劃定地下水受污染限制使用地區及限制事項公文,場址列管狀態,土壤/地下水污染物,污染情形,場址現況概述,重要注意事項,改善整治進度
彰化縣,彰化縣鹿港鎮鹿犁段1217-0000地號,X：196453，Y：2666006,無,彰化縣鹿港鎮鹿犁段1217地號,農地,1331,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1232-0000地號,X：196380，Y：2666043,無,彰化縣鹿港鎮鹿犁段1232地號,農地,548,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1236-0000地號,X：196359，Y：2666014,無,彰化縣鹿港鎮鹿犁段1236地號,農地,1699,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1237-0000地號,X：196370，Y：2665997,無,彰化縣鹿港鎮鹿犁段1237地號,農地,254,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1251-0000地號,X：196409，Y：2665719,無,彰化縣鹿港鎮鹿犁段1251地號,農地,2377,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1252-0000地號,X：196495，Y：2665709,無,彰化縣鹿港鎮鹿犁段1252地號,農地,1381,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1254-0000地號,X：196510，Y：2665763,無,彰化縣鹿港鎮鹿犁段1254地號,農地,1403,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1259-0000地號,X：196525，Y：2665818,無,彰化縣鹿港鎮鹿犁段1259地號,農地,1185,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1290-0000地號,X：196405，Y：2665766,無,彰化縣鹿港鎮鹿犁段1290地號,農地,2327,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1292-0000地號,X：196422，Y：2665848,無,彰化縣鹿港鎮鹿犁段1292地號,農地,2740,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1303-0001地號,X：196311，Y：2665849,無,彰化縣鹿港鎮鹿犁段1303-0001地號,農地,2271,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1303-0000地號,X：196308，Y：2665808,無,彰化縣鹿港鎮鹿犁段1303地號,農地,884,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1323-0000地號,X：196292，Y：2665931,無,彰化縣鹿港鎮鹿犁段1323地號,農地,1031,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0566-0000地號,X：196379，Y：2665517,無,彰化縣鹿港鎮鹿鳴段0566地號,農地,50,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0567-0000地號,X：196378，Y：2665497,無,彰化縣鹿港鎮鹿鳴段0567地號,農地,1810,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0584-0000地號,X：196366，Y：2665343,無,彰化縣鹿港鎮鹿鳴段0584地號,農地,179,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0617-0000地號,X：196235，Y：2665211,無,彰化縣鹿港鎮鹿鳴段0617地號,農地,1840,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0785-0001地號,X：196097，Y：2665152,無,彰化縣鹿港鎮鹿鳴段0785-0001地號,農地,2751,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0810-0000地號,X：196151，Y：2665325,無,彰化縣鹿港鎮鹿鳴段0810地號,農地,2000,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0812-0000地號,X：196161，Y：2665355,無,彰化縣鹿港鎮鹿鳴段0812地號,農地,1931,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0815-0000地號,X：196177，Y：2665404,無,彰化縣鹿港鎮鹿鳴段0815地號,農地,1678,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0828-0000地號,X：196249，Y：2665464,無,彰化縣鹿港鎮鹿鳴段0828地號,農地,1444,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0051-0000地號,X：197489，Y：2665951,無,彰化縣鹿港鎮鹿鳳段0051地號,農地,1520,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0119-0001地號,X：197714，Y：2665966,無,彰化縣鹿港鎮鹿鳳段0119-0001地號,農地,1715,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0119-0000地號,X：197707，Y：2665916,無,彰化縣鹿港鎮鹿鳳段0119地號,農地,1714,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅;鎳;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0120-0000地號,X：197699，Y：2665877,無,彰化縣鹿港鎮鹿鳳段0120地號,農地,1747,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0227-0000地號,X：197387，Y：2665810,無,彰化縣鹿港鎮鹿鳳段0227地號,農地,554,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0302-0000地號,X：197528，Y：2665512,無,彰化縣鹿港鎮鹿鳳段0302地號,農地,551,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0303-0000地號,X：197554，Y：2665521,無,彰化縣鹿港鎮鹿鳳段0303地號,農地,1336,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0304-0000地號,X：197575，Y：2665474,無,彰化縣鹿港鎮鹿鳳段0304地號,農地,293,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0351-0000地號,X：197731，Y：2665481,無,彰化縣鹿港鎮鹿鳳段0351地號,農地,1986,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0385-0000地號,X：197651，Y：2665459,無,彰化縣鹿港鎮鹿鳳段0385地號,農地,572,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;銅;鉛/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0387-0001地號,X：197650，Y：2665410,無,彰化縣鹿港鎮鹿鳳段0387-0001地號,農地,572,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鉛;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0387-0000地號,X：197647，Y：2665432,無,彰化縣鹿港鎮鹿鳳段0387地號,農地,572,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鉛;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0526-0001地號,X：197425，Y：2665173,無,彰化縣鹿港鎮鹿鳳段0526-0001地號,農地,568,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0553-0000地號,X：197388，Y：2665069,無,彰化縣鹿港鎮鹿鳳段0553地號,農地,1000,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0554-0000地號,X：197400，Y：2665072,無,彰化縣鹿港鎮鹿鳳段0554地號,農地,1742,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0576-0000地號,X：197440，Y：2665057,無,彰化縣鹿港鎮鹿鳳段0576地號,農地,1001,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0581-0002地號,X：197522，Y：2665072,無,彰化縣鹿港鎮鹿鳳段0581-0002地號,農地,288,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0648-0000地號,X：197755，Y：2664821,無,彰化縣鹿港鎮鹿鳳段0648地號,農地,1612,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0654-0000地號,X：197771，Y：2664760,無,彰化縣鹿港鎮鹿鳳段0654地號,農地,871,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0665-0000地號,X：197683，Y：2664773,無,彰化縣鹿港鎮鹿鳳段0665地號,農地,795,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0670-0001地號,X：197799，Y：2664652,無,彰化縣鹿港鎮鹿鳳段0670-0001地號,農地,1101,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0670-0000地號,X：197799，Y：2664667,無,彰化縣鹿港鎮鹿鳳段0670地號,農地,1101,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0671-0000地號,X：197815，Y：2664612,無,彰化縣鹿港鎮鹿鳳段0671地號,農地,832,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0684-0000地號,X：197867，Y：2664413,無,彰化縣鹿港鎮鹿鳳段0684地號,農地,1844,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0775-0000地號,X：197694，Y：2664598,無,彰化縣鹿港鎮鹿鳳段0775地號,農地,1232,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0776-0000地號,X：197702，Y：2664591,無,彰化縣鹿港鎮鹿鳳段0776地號,農地,812,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣福興鄉福鹿段1541-0001地號,X：191698，Y：2659583,無,彰化縣福興鄉福鹿段1541-0001地號,農地,996,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鉻/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0066-0000地號,X：196880，Y：2666197,無,彰化縣鹿港鎮鹿犁段0066地號,農地,2222,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0042-0000地號,X：197418，Y：2666026,無,彰化縣鹿港鎮鹿鳳段0042地號,農地,993,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅;鎳/無,旨揭111筆坵塊(141筆地號)之土壤檢測結果重金屬濃度超過食用作物土壤汙染管制標準(如附件)。,閒置中,"1.管制目的:為保障居民健康及生活環境需要特劃定土壤汙染管制場址及土壤汙染管制區,並對區內之土地使用或人為活動進行管制。 2.管制範圍:同場址名稱。 3.管制項目: (1)禁止置放汙染物於土壤 (2)禁止注入廢汙水於地下水體 (3)禁止排放廢汙水於土壤 (4)禁止在汙染管制區內種植食用農作物、蓄養家禽、家畜及養殖或採捕食用水產動、植物 (5)禁止下列土地利用行為,並得限制人員進入,但經中央主管機關同意者,不在此限: 1*環境影響評估法規定之開發行為。 2*新建、增建、改建、修建、或拆除非因汙染控制計畫、汙染整治計畫或其他汙染改善計畫需要之建築物或設施。 3.其他經中央主管機關指定影響居民健康及生活環境之土地利用行為。",執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳳段0043-0000地號,X：197411，Y：2665997,無,彰化縣鹿港鎮鹿鳳段0043地號,農地,993,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鋅;銅;鎳/無,旨揭111筆坵塊(141筆地號)之土壤檢測結果重金屬濃度超過食用作物土壤汙染管制標準(如附件)。,閒置中,"1.管制目的:為保障居民健康及生活環境需要特劃定土壤汙染管制場址及土壤汙染管制區,並對區內之土地使用或人為活動進行管制。 2.管制範圍:同場址名稱。 3.管制項目: (1)禁止置放汙染物於土壤 (2)禁止注入廢汙水於地下水體 (3)禁止排放廢汙水於土壤 (4)禁止在汙染管制區內種植食用農作物、蓄養家禽、家畜及養殖或採捕食用水產動、植物 (5)禁止下列土地利用行為,並得限制人員進入,但經中央主管機關同意者,不在此限: 1*環境影響評估法規定之開發行為。 2*新建、增建、改建、修建、或拆除非因汙染控制計畫、汙染整治計畫或其他汙染改善計畫需要之建築物或設施。 3.其他經中央主管機關指定影響居民健康及生活環境之土地利用行為。",執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿昇段0165-0000地號,X：197400，Y：2664591,無,彰化縣鹿港鎮鹿昇段0165地號,農地,952,2014/12/05,府授環水字第1030397476號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,旨揭111筆坵塊(141筆地號)之土壤檢測結果重金屬濃度超過食用作物土壤汙染管制標準(如附件)。,閒置中,"1.管制目的:為保障居民健康及生活環境需要特劃定土壤汙染管制場址及土壤汙染管制區,並對區內之土地使用或人為活動進行管制。 2.管制範圍:同場址名稱。 3.管制項目: (1)禁止置放汙染物於土壤 (2)禁止注入廢汙水於地下水體 (3)禁止排放廢汙水於土壤 (4)禁止在汙染管制區內種植食用農作物、蓄養家禽、家畜及養殖或採捕食用水產動、植物 (5)禁止下列土地利用行為,並得限制人員進入,但經中央主管機關同意者,不在此限: 1*環境影響評估法規定之開發行為。 2*新建、增建、改建、修建、或拆除非因汙染控制計畫、汙染整治計畫或其他汙染改善計畫需要之建築物或設施。 3.其他經中央主管機關指定影響居民健康及生活環境之土地利用行為。",執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0247-0000地號,X：196952，Y：2665809,無,彰化縣鹿港鎮鹿犁段0247地號,農地,1500.12,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,"閒置中
 
 東坵塊面積：991平方公尺 ；西坵塊面積：509平方公尺",無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0247-0001(部分)地號,X：196951，Y：2665779,無,彰化縣鹿港鎮鹿犁段0247-0001地號,農地,1116,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,"閒置中
 
 東坵塊面積：428平方公尺 ；西坵塊面積：688平方公尺",無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1161-0000地號,X：196652，Y：2666001,無,彰化縣鹿港鎮鹿犁段1161地號,農地,449,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1162-0000地號,X：196653，Y：2666008,無,彰化縣鹿港鎮鹿犁段1162地號,農地,935,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0362-0000(部分)地號,X：197165，Y：2665740,無,彰化縣鹿港鎮鹿犁段0362(部分)地號,農地,647,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0363-0000(部分)地號,X：197212，Y：2665722,無,彰化縣鹿港鎮鹿犁段0363(部分)地號,農地,754,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0617-0000(部分)地號,X：197055，Y：2665618,無,彰化縣鹿港鎮鹿犁段0617(部分)地號,農地,2566,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0630-0000地號,X：197041，Y：2665622,無,彰化縣鹿港鎮鹿犁段0630地號,農地,770,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0652-0000地號,X：197036，Y：2665356,無,彰化縣鹿港鎮鹿犁段0652地號,農地,1113,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0652-0001地號,X：197007，Y：2665359,無,彰化縣鹿港鎮鹿犁段0652-0001地號,農地,1113,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0652-0002地號,X：196975，Y：2665362,無,彰化縣鹿港鎮鹿犁段0652-0002地號,農地,1114,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0677-0000(部分)地號,X：196988，Y：2665648,無,彰化縣鹿港鎮鹿犁段0677(部分)地號,農地,1137,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0680-0000(部分)地號,X：196924，Y：2665682,無,彰化縣鹿港鎮鹿犁段0680(部分)地號,農地,2016,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0745-0000(部分)地號,X：196830，Y：2665380,無,彰化縣鹿港鎮鹿犁段0745(部分)地號,農地,872,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0781-0000(部分)地號,X：196850，Y：2665442,無,彰化縣鹿港鎮鹿犁段0781(部分)地號,農地,2077,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0791-0000(部分)地號,X：196701，Y：2665465,無,彰化縣鹿港鎮鹿犁段0791(部分)地號,農地,64,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0827-0000地號,X：196677，Y：2665407,無,彰化縣鹿港鎮鹿犁段0827地號,農地,1202,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段0854-0001(部份)地號,X：196837，Y：2665521,無,彰化縣鹿港鎮鹿犁段0854-0001(部份)地號,農地,310,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1102-0000地號,X：196828，Y：2665999,無,彰化縣鹿港鎮鹿犁段1102地號,農地,1353,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳;銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1160-0000地號,X：196652，Y：2665990,無,彰化縣鹿港鎮鹿犁段1160地號,農地,801,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1191-0000地號,X：196580，Y：2666133,無,彰化縣鹿港鎮鹿犁段1191地號,農地,2149,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鎳/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1289-0000(部份)地號,X：196385，Y：2665700,無,彰化縣鹿港鎮鹿犁段1289(部份)地號,農地,261,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鉻/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿犁段1289-0001(部份)地號,X：196368，Y：2665701,無,彰化縣鹿港鎮鹿犁段1289-0001(部份)地號,農地,239,2015/01/06,府授環水字第1030443580號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻;銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮頂和段0046-0000(部分)地號,X：198016，Y：2664956,無,彰化縣鹿港鎮頂和段0046(部分)地號,農地,680,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮頂和段0071-0000地號,X：198092，Y：2665464,無,彰化縣鹿港鎮頂和段0071地號,農地,3411,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,鉻/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮頂和段0144-0000(部分)地號,X：197975，Y：2665519,無,彰化縣鹿港鎮頂和段0144(部分)地號,農地,790,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮頂和段0402-0000地號,X：198114，Y：2664775,無,彰化縣鹿港鎮頂和段0402地號,農地,1874,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮頂和段0403-0000地號,X：198108，Y：2664772,無,彰化縣鹿港鎮頂和段0403地號,農地,287,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮頂和段0462-0000(部分)地號,X：198006，Y：2664361,無,彰化縣鹿港鎮頂和段0462(部分)地號,農地,709,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅/無,無,閒置中,無,執行控制計畫中
彰化縣,彰化縣鹿港鎮鹿鳴段0572-0000(部分)地號,X：196401，Y：2665424,無,彰化縣鹿港鎮鹿鳴段0572(部分)地號,農地,514,2015/02/02,府授環水字第1040024753號,無,無,無,無,無,無,無,無,無,無,公告為控制場址,銅;鋅/無,無,閒置中,無,執行控制計畫中
